Sample	Region	State	Typo	Latitude	Longitude	Temp	Cond	Sal	OD	pH	Clorof	NO2	NO3	PO4	SO4	NH4	NID	Ptotal	NPratio	Trophic	Bacteria	HighDNA	LowDNA	%High	%Low
906	Parana	PR	Reservoir	S2506415 	W05424800 	29.44	538	0.26	3.8	7.93	13.6	0.24	195.37	1.92	378.94	8.14	203.75	15.84	106.01	Oligotrophic	216004.17	33723.31	129979.45	16	60
908	Parana	PR	Reservoir	S2514266 	W05426065 	28.53	524	0.25	3.84	7.86	2	0.00	166.37	3.13	321.02	NA	166.37	16.00	53.17	Oligotrophic	175520.23	35992.59	99864.96	21	57
909	Parana	PR	Reservoir	S2525714 	W05431137 	28.69	541	0.26	3.89	7.93	68.3	0.07	185.26	0.00	380.26	NA	185.33	15.84	NA	Oligotrophic	118889.70	17297.32	73024.42	15	61
919	Parana	PR	Reservoir	S2539937 	W05230122 	28.82	530	0.25	4.16	8.61	11.5	0.07	138.51	0.00	162.28	42.14	180.73	21.59	NA	Oligotrophic	531977.76	108066.07	311780.21	20	59
922	Parana	PR	Reservoir	S2552104 	W05209311 	28.65	480	0.23	3.89	8.62	5.1	0.41	204.72	0.00	221.36	NA	205.13	22.54	NA	Oligotrophic	174271.73	43706.24	94466.34	25	54
874	Parana	SP	Reservoir	S2302458 	W04618548 	23.57	98	0.05	8.51	8.1	7.2	0.24	219.98	5.41	0.256	0.95	221.17	17.09	40.85	Oligotrophic	2309181.74	1150525.41	1002136.09	50	43
2212	Parana	SP	Reservoir	S2338018 	W04722165 	21.12	151	0.07	9.03	8.49	9.5	0.09	267.29	1.35	1.227	0.00	267.38	20.60	197.54	Oligotrophic	5403863.64	2967878.79	2246022.73	55	42
2214	Parana	SP	Reservoir	S2335586 	W04556074 	22.2	95	0.04	8.92	7.88	10.6	0.00	15.53	4.86	342.04	5.30	20.83	18.20	4.29	Oligotrophic	1827867.80	1302025.59	441556.50	71	24
710	Parana	GO	Reservoir	S1822608 	W04737809 	26.87	119	0.05	8.01	7.46	4.1	0.00	29.80	1.16	0.075	4.74	34.54	16.13	29.77	Oligotrophic	2353948.72	1359521.37	890547.01	58	38
706	Parana	MG	River	S1822723 	W04902241 	27.28	43	0.02	7.53	7.79	924.9	0.19	40.85	11.05	49.41	5.71	46.74	19.35	4.23	Oligotrophic	3975088.89	1303266.67	2671822.22	33	67
707	Parana	MG	River	S1828653 	W04749684 	26.64	44	0.02	7.47	7.93	279.5	0.01	28.29	13.39	64.81	17.85	46.16	19.99	3.45	Oligotrophic	3007183.67	1208408.16	1798775.51	40	60
719	Parana	GO	River	S1842840 	W05020843 	27.18	46	0.02	7.62	7.99	0.5	0.03	105.24	2.79	196.40	78.58	183.85	10.10	65.90	Oligotrophic	309724.71	133462.16	176262.55	43	57
727	Parana	MG	River	S1848035 	W04954370 	26.63	84	0.04	7.3	7.87	9.5	0.97	73.65	7.83	165.12	151.45	226.07	11.70	28.87	Oligotrophic	5769647.06	2387623.53	3382023.53	41	59
736	Parana	GO	River	S1911258 	W05043472 	24.92	46	0.02	7.83	7.41	1	0.09	142.90	5.07	186.35	139.31	282.30	12.97	55.68	Oligotrophic	146317.98	90400.00	55917.98	62	38
741	Parana	GO	River	S1924318 	W05052321 	26.88	47	0.02	7.56	7.51	350.2	0.17	109.15	11.05	165.12	491.52	600.85	20.79	54.39	Oligotrophic	2886773.33	1235466.67	1651306.67	43	57
746	Parana	GO	River	S1927515 	W05056440 	28.21	40	0.02	7.41	7.66	288.2	0.05	29.78	11.05	49.74	17.85	47.68	17.92	4.32	Oligotrophic	3212428.57	1366761.90	1845666.67	43	57
754	Parana	MG	River	S1935060 	W05055240 	28.35	45	0.02	7.38	7.66	0.9	0.24	87.69	11.05	116.18	30.00	117.93	13.93	10.67	Oligotrophic	516199.20	325447.24	190751.96	63	37
759	Parana	MG	River	S1952328 	W05002089 	28.04	56	0.02	7.61	8.16	94.4	0.04	102.00	11.05	220.22	200.03	302.07	23.18	27.34	Oligotrophic	2467816.09	784505.75	1683310.34	32	68
761	Parana	SP	River	S1959033 	W04741639 	24.91	52	0.02	7.67	7.98	48.2	0.07	125.48	5.48	190.41	200.03	325.59	10.42	59.41	Oligotrophic	3305514.02	1244056.07	2061457.94	38	62
776	Parana	SP	River	S2001871 	W04951348 	28.25	110	0.05	7.7	8.69	4.3	6.10	775.85	11.05	296.55	30.00	811.95	18.40	73.49	Oligotrophic	1360220.71	956567.06	403653.65	70	30
780	Parana	MG	River	S2018645 	W04909887 	28.98	56	0.02	7.55	8.31	6	0.10	128.99	12.22	310.33	17.85	146.95	14.09	12.03	Oligotrophic	1963232.32	904000.00	1059232.32	46	54
784	Parana	MS	River	S2021296 	W05121537 	27.22	45	0.02	7.38	8	0.7	0.00	120.49	NA	198.99	0.00	120.49	14.25	NA	Oligotrophic	534159.50	315874.01	218285.49	59	41
793	Parana	MG	River	S2040424 	W04615458 	23.71	51	0.02	7.51	7.98	0.6	0.02	77.70	12.61	109.70	309.34	387.06	23.50	30.70	Oligotrophic	277038.03	170019.33	107018.70	61	39
794	Parana	MG	River	S2037909 	W04635745 	23.04	50	0.02	7.42	7.46	0.3	0.00	99.16	11.83	131.09	78.58	177.74	20.79	15.03	Oligotrophic	332249.83	192696.70	139553.14	58	42
795	Parana	MS	River	S2042413 	W05139060 	26.53	31	0.01	7.56	7.72	6.1	0.16	32.75	3.82	44.06	224.33	257.23	12.18	67.30	Oligotrophic	459607.19	310380.72	149226.47	68	32
809	Parana	SP	River	S2112023 	W04810790 	26.66	99	0.05	6.98	7.1	8.3	0.07	222.09	8.80	239.51	5.71	227.87	18.56	25.89	Oligotrophic	1091802.82	429718.31	662084.51	39	61
810	Parana	MS	River	S2111198 	W05152789 	26.44	55	0.02	7.53	7.66	0.9	0.24	128.05	NA	440.63	0.00	128.29	16.80	NA	Oligotrophic	422365.56	260723.18	161642.38	62	38
823	Parana	SP	River	S2130987 	W05158154 	26.94	99	0.05	7.52	7.48	4.2	NA	144.65	NA	254.09	NA	144.65	20.63	NA	Oligotrophic	520713.84	309300.16	211413.69	59	41
825	Parana	SP	River	S2133598 	W05155929 	27.66	110	0.05	7.13	7.5	108.6	0.24	124.13	8.31	75.34	30.00	154.37	26.37	18.57	Oligotrophic	8451348.84	3460953.49	4990395.35	41	59
859	Parana	SP	River	S2234475 	W05258765 	24.22	61	0.03	7.68	8	115.8	NA	199.86	NA	376.29	NA	199.86	19.03	NA	Oligotrophic	5231073.17	2240707.32	2990365.85	43	57
865	Parana	PR	River	S2246722 	W05319789 	24.49	56	0.02	7.78	7.87	1.9	NA	124.54	10.04	439.33	78.58	203.12	23.34	20.23	Oligotrophic	364031.54	175270.74	188760.80	48	52
870	Parana	MS	River	S2256390 	W05334713 	24.28	56	0.02	7.68	7.87	352.9	NA	139.66	NA	427.99	NA	139.66	20.15	NA	Oligotrophic	3681540.00	944680.00	2736860.00	26	74
876	Parana	PR	River	S2309897 	W04941737 	23.56	5	0	7.2	7.99	48.9	0.07	186.09	3.82	294.77	102.87	289.04	25.73	75.63	Oligotrophic	347914.54	300865.60	47048.94	86	14
2010	Parana	SP	River	S2051084 	W04813732 	26.91	82	0.04	6.68	7.08	433.6	8.90	606.04	11.42	934.43	139.31	754.25	10.74	66.05	Oligotrophic	8622391.30	2766043.48	5856347.83	32	68
2016	Parana	SP	River	S2053060 	W05044769 	25.59	156	0.07	7.95	8.97	85.5	NA	92.82	3.06	3612.15	17.85	110.67	17.92	36.15	Oligotrophic	10708493.83	3911753.09	6796740.74	37	63
778	Parana	MS	River	S2035060 	W05244980 	29.66	180	0.08	NA	7.59	59.6	0.00	36.42	10.14	43.48	17.85	54.28	11.86	5.35	Oligotrophic	2486844.18	1014753.45	1438343.20	41	58
817	Parana	MS	River	S0222000	W05304000	28.3	272	0.13	4.14	7.41	18.9	0.00	106.83	5.76	59.16	0.00	106.83	14.73	18.54	Oligotrophic	40558285.71	22656000.00	16435714.29	56	41
891	Parana	MS	River	S2349070 	W05451804 	25.91	112	0.05	NA	6.8	59.6	NA	60.66	4.33	73.51	30.00	90.66	16.80	20.93	Oligotrophic	569537.57	367897.40	164978.32	65	29
2062	Parana	MS	River	S2029491 	W05342145 	30.15	377	0.18	NA	7.62	3.1	NA	NA	4.33	37.04	151.45	151.45	25.41	34.97	Oligotrophic	40103142.86	24493428.57	13704857.14	61	34
2063	Parana	MS	River	S2037747 	W05133396 	29.2	290	0.14	NA	8.03	93.5	NA	198.81	4.33	2125.05	NA	198.81	19.19	45.90	Oligotrophic	55096923.08	31519615.38	22351923.08	57	41
2064	Parana	SP	River	S2049506 	W05055521 	30.43	322	0.15	NA	8.61	127.2	NA	3.64	4.33	3361.28	NA	3.64	24.78	0.84	Oligotrophic	18588933.33	10100800.00	7418266.67	54	40
2065	Parana	SP	River	S2058402 	W05035879 	29.7	316	0.15	NA	8.56	38.9	NA	121.15	4.33	3844.42	NA	121.15	16.32	27.97	Oligotrophic	5163327.10	2682018.69	2170317.76	52	42
903	Parana	PR	River	S2429517 	W05419833 	28.96	504	0.24	3.56	7.72	2.8	0.00	128.97	0.00	240.17	42.14	171.11	19.67	NA	Oligotrophic	114256.83	35373.91	55300.30	31	48
910	Parana	PR	River	S2529294 	W05435961 	27.7	521	0.25	3.77	7.56	7.9	0.00	77.83	0.00	127.30	NA	77.83	18.56	NA	Oligotrophic	85404.03	15190.44	51917.55	18	61
911	Parana	PR	River	S2532879 	W05300152 	25.08	548	0.26	3.47	7.36	26.9	0.00	200.91	0.45	177.63	30.00	230.91	16.96	516.61	Oligotrophic	276490.42	62426.92	161093.20	23	58
912	Parana	PR	River	S2535118 	W05253157 	28.91	565	0.27	3.37	8.3	20	0.00	178.01	0.00	166.90	NA	178.01	16.96	NA	Oligotrophic	220694.84	35367.76	134468.23	16	61
913	Parana	PR	River	S2535227 	W05303108 	29.02	575	0.28	3.28	8.01	3	0.07	634.43	0.89	97.60	17.85	652.36	20.79	729.78	Oligotrophic	51287857.14	35294642.86	14244285.71	69	28
914	Parana	PR	River	S2535007 	W05357683 	26.1	558	0.27	3.74	7.65	4.9	0.16	223.80	0.00	104.86	6.92	230.88	23.50	NA	Oligotrophic	116582.13	28982.71	62785.01	25	54
915	Parana	PR	River	S2538767 	W05424225 	26.72	527	0.25	3.63	7.67	6.5	0.00	201.29	1.34	101.23	6.92	208.21	22.06	155.28	Oligotrophic	52952.33	15438.95	26213.37	29	50
917	Parana	PR	River	S2536661 	W05236540 	23.93	587	0.28	4.06	7.88	697.2	0.00	889.74	0.00	755.98	8.14	897.88	19.51	NA	Oligotrophic	287457.58	61555.91	167164.61	21	58
918	Parana	PR	River	S2542187 	W05226277 	28.77	518	0.25	4.2	8.96	104	0.07	421.87	0.00	338.02	11.78	433.72	16.80	NA	Oligotrophic	623333.33	120466.67	367533.33	19	59
920	Parana	PR	River	S2543199 	W05220610 	28.8	511	0.24	4.23	8.97	697.1	0.00	604.09	0.00	807.13	17.85	621.95	20.15	NA	Oligotrophic	514201.83	92335.17	307968.20	18	60
924	Parana	PR	River	S2559371 	W05240672 	26.34	712	0.35	4.09	7.91	6.3	0.32	120.38	0.45	23.18	6.92	127.62	23.02	285.53	Oligotrophic	2302380.47	1520915.56	705839.27	66	31
715	Parana	GO	River	S1852444 	W05056348 	22.19	40	0.02	NA	8.08	0	0.68	22.80	3.09	0.063	3.79	27.27	21.08	8.82	Oligotrophic	641754.39	403684.21	226477.19	63	35
283	Parnaiba 	CE	Reservoir	S0516055 	W04048843 	26.55	452	0.22	8.32	8.03	0	0.00	22.72	0.00	0.575	0.00	22.72	35.77	NA	Mesotrophic	2772556.39	1992913.53	690921.05	72	25
188	Parnaiba 	PI	River	S0308851 	W04155788 	29.09	94	0.04	8.29	7.77	7.5	0.00	0.29	7.78	398.52	0.00	0.29	30.65	0.04	Mesotrophic	946226.42	612882.60	322211.74	65	34
223	Parnaiba 	PI	River	S0353243 	W04243383 	29.05	86	0.04	8.23	7.67	9.1	0.00	3.77	34.02	404.79	0.00	3.77	34.01	0.11	Mesotrophic	762326.73	494344.06	206646.04	65	27
272	Parnaiba 	MA	River	S0459164 	W04251595 	30.21	80	0.04	8.39	8.28	8.5	0.00	14.19	0.97	348.99	0.00	14.19	29.54	14.59	Mesotrophic	301595.53	221849.59	66554.88	74	22
275	Parnaiba 	PI	River	S0510710 	W04141675 	28.83	237	0.11	8.42	7.97	11.4	0.00	447.60	1.35	0.846	0.00	447.60	29.86	330.69	Mesotrophic	3402537.49	1891810.84	1148696.66	56	34
307	Parnaiba 	PI	River	S0539382 	W04212165 	31.2	258	0.12	8.19	8.27	10.9	0.00	6.93	0.00	0.967	0.00	6.93	30.98	NA	Mesotrophic	1537258.99	958634.71	411370.51	62	27
347	Parnaiba 	PI	River	S0616491 	W04249498 	24.72	552	0.27	9.33	8.25	9.5	0.00	23.97	0.00	11.332	0.00	23.97	35.29	NA	Mesotrophic	506192.23	367349.02	100034.02	73	20
200	Parnaiba 	MA	Lake	S0314400 	W04211069 	29.41	172	0.08	8.33	7.25	9.4	0.00	11.02	0.00	0.462	0.00	11.02	20.76	NA	Oligotrophic	1070740.74	697849.46	281959.38	65	26
230	Parnaiba 	MA	Lake	S0245454 	W04236649 	27.6	60	0.03	8.84	7.22	0	0.06	4.14	0.00	0.462	0.00	4.20	12.14	NA	Oligotrophic	1193128.27	821675.39	272604.71	69	23
356	Parnaiba 	PI	Reservoir	S0645559 	W04354934 	27.8	61	0.03	8.87	7.5	0	0.00	38.25	0.97	303.05	0.00	38.25	14.37	39.32	Oligotrophic	318180.84	217201.29	90182.99	68	28
357	Parnaiba 	PI	Reservoir	S0645692 	W04334270 	27.25	68	0.03	8.93	7.64	3.8	0.00	82.89	0.97	312.91	0.00	82.89	11.97	85.20	Oligotrophic	315069.05	238414.32	52511.51	76	17
382	Parnaiba 	PI	Reservoir	S0706978 	W04418352 	26.95	53	0.02	8.84	7.39	0.5	0.00	36.92	1.95	212.96	0.00	36.92	16.60	18.97	Oligotrophic	109452.45	63855.96	33701.75	58	31
408	Parnaiba 	PI	Reservoir	S0740498 	W04306043 	24.88	184	0.09	9.3	8.21	3.5	0.00	47.55	0.00	0.451	0.00	47.55	19.96	NA	Oligotrophic	758786.08	494838.71	204847.20	65	27
172	Parnaiba 	MA	River	S0255967 	W04148783 	28.91	98	0.04	8.34	7.5	11.7	0.00	6.47	6.23	869.45	0.00	6.47	22.19	1.04	Oligotrophic	1082686.72	619377.59	371504.15	57	34
226	Parnaiba 	PI	River	S0316848 	W04152716 	29.94	168	0.08	7.99	7.49	7.8	0.00	54.24	0.00	0.549	0.00	54.24	24.11	NA	Oligotrophic	2506372.13	1461716.23	790008.50	58	32
253	Parnaiba 	MA	River	S0423733 	W04254611 	28.07	82	0.04	8.51	7.85	15	0.00	7.51	2.92	393.14	0.00	7.51	25.38	2.57	Oligotrophic	897539.15	636196.87	196226.70	71	22
309	Parnaiba 	PI	River	S0543398 	W04304640 	28.5	78	0.04	8.66	7.88	2.2	0.00	10.45	3.89	339.58	0.00	10.45	19.00	2.69	Oligotrophic	301726.07	239817.06	39951.66	79	13
329	Parnaiba 	PI	River	S0614109 	W04251949 	26.11	74	0.03	9.2	8.05	0	0.00	62.58	0.97	315.60	0.00	62.58	12.93	64.32	Oligotrophic	313891.63	255763.55	42433.50	81	14
335	Parnaiba 	MA	River	S0714110 	W04435355 	26.09	60	0.03	9.15	7.33	0	0.00	40.70	5.61	0.544	0.00	40.70	13.09	7.26	Oligotrophic	661951.22	272568.15	242094.69	41	37
355	Parnaiba 	PI	River	S0644418 	W04259319 	26.3	73	0.03	9.25	8.4	0.8	0.00	77.01	1.95	352.80	0.00	77.01	11.81	39.58	Oligotrophic	207615.99	166766.60	40849.39	80	20
369	Parnaiba 	MA	River	S0702812 	W04450644 	25.57	57	0.03	9.11	8.24	0	0.00	22.80	2.13	0.518	0.00	22.80	23.00	10.72	Oligotrophic	1221532.09	516952.38	497407.87	42	41
379	Parnaiba 	MA	River	S0708240 	W04516575 	25.49	55	0.02	9.06	7.6	0	0.00	52.56	0.00	0.476	0.95	53.51	22.20	NA	Oligotrophic	1298981.29	553201.66	513950.10	43	40
386	Parnaiba 	PI	River	S0714583 	W04434253 	26.21	50	0.02	9	7.49	0	0.00	45.20	2.92	59.45	0.00	45.20	18.52	15.49	Oligotrophic	281251.02	225290.27	50171.71	80	18
400	Parnaiba 	PI	River	S0725503 	W04453372 	26.07	48	0.02	8.96	7.47	0	0.00	39.32	0.00	55.19	0.00	39.32	16.28	NA	Oligotrophic	366456.30	223677.64	95900.11	61	26
439	Parnaiba 	PI	River	S0808399 	W04535255 	25.8	48	0.02	8.94	7.83	0	0.00	46.27	3.89	51.16	0.00	46.27	12.93	11.89	Oligotrophic	129096.74	77099.44	31278.07	60	24
493	Sao_Francisco	BA	Reservoir	S0943886 	W04151579 	28.36	1	0.29	7.95	7.98	0	0.00	43.85	49.84	368.56	0.00	43.85	55.88	0.88	Eutrophic	3701380.18	1779623.59	1554579.67	48	42
496	Sao_Francisco	AL	Reservoir	S0947211 	W03721395 	27.29	1	0.31	8.53	7.99	3.4	0.00	510.66	31.15	1032.95	0.00	510.66	65.30	16.39	Eutrophic	4111877.13	2102252.56	1288737.20	51	31
2128	Sao_Francisco	PE	Reservoir	S0846601 	W03833680 	28.07	1	0.3	8.33	9.06	18.5	0.00	73.41	37.38	780.32	0.00	73.41	121.18	1.96	Eutrophic	9204368.17	5355101.40	3221528.86	58	35
2130	Sao_Francisco	SE	Reservoir	S0935938 	W03751198 	28.87	1	0.32	9.31	9.71	4.8	0.00	16.03	31.15	903.35	0.00	16.03	150.87	0.51	Eutrophic	3116923.08	1956923.08	964615.38	63	31
627	Sao_Francisco	BA	River	S1415354 	W04343767 	28	1	0.3	7.94	8.01	0	0.00	302.90	37.38	586.74	0.00	302.90	53.32	8.10	Eutrophic	361184.05	167271.69	145978.97	46	40
658	Sao_Francisco	MG	River	S1556273 	W04451741 	25.8	1	0.3	8.13	7.79	0	0.00	243.79	31.15	566.51	0.00	243.79	61.31	7.83	Eutrophic	267188.46	156004.38	84688.09	58	32
692	Sao_Francisco	MG	River	S1733324 	W04443802 	26.21	1	0.34	7.91	7.95	0	0.00	1230.58	3.48	1.365	0.00	1230.58	55.88	353.56	Eutrophic	2519157.01	1400084.30	915152.79	56	36
718	Sao_Francisco	MG	River	S1841751 	W04410088 	24.59	1	0.4	8.21	7.87	14	6.57	2986.92	9.67	2.465	0.00	2993.49	149.28	309.63	Eutrophic	4217298.07	2362530.38	1495453.90	56	35
739	Sao_Francisco	MG	River	S1919014 	W04433449 	24.92	276	0.13	5.83	8.92	76.7	3.45	707.32	0.00	1.314	0.00	710.76	73.62	NA	Eutrophic	2703802.47	1397061.73	1139209.88	52	42
753	Sao_Francisco	MG	River	S1917611 	W04504686 	24.96	252	0.12	5.86	8.95	10.9	2.71	422.43	0.77	0.495	0.00	425.14	57.81	549.67	Eutrophic	4755577.89	2599162.48	1938994.97	55	41
764	Sao_Francisco	MG	River	S2004971 	W04451765 	24.33	278	0.13	5.61	8.02	8.8	14.32	151.93	2.71	0.413	0.00	166.25	57.65	61.41	Eutrophic	6384449.54	3001422.02	3093440.37	47	48
743	Sao_Francisco	MG	River	S1921578 	W04359050 	23.53	1	0.41	7.8	7.28	0	44.02	1389.72	31.90	2.624	1078.36	2512.11	229.74	78.74	Hypereutrophic	5089699.57	2765150.21	2013934.19	54	40
2125	Sao_Francisco	BA	Lake	S1420143 	W04343899 	29.34	1063	0.52	7.25	7.81	0	0.00	3.94	0.00	4.529	0.00	3.94	26.66	NA	Mesotrophic	4019073.57	2900163.49	990299.73	72	25
2126	Sao_Francisco	BA	Lake	S1335631 	W04328456 	29.99	1	0.36	7.65	8.07	0	0.00	13.64	3.09	0.317	0.00	13.64	45.18	4.41	Mesotrophic	4933110.37	3510401.34	1199732.44	71	24
460	Sao_Francisco	PE	Reservoir	S0901660 	W03828128 	26.73	1	0.27	8.48	8.24	0	0.00	251.61	6.23	573.07	0.00	251.61	43.11	40.39	Mesotrophic	245744.87	99651.35	104657.10	41	43
484	Sao_Francisco	BA	Reservoir	S0929053 	W04109947 	27.29	1	0.28	8.25	8.1	0	0.58	108.18	24.92	343.95	0.00	108.76	38.00	4.36	Mesotrophic	1223507.19	593183.45	396870.50	48	32
492	Sao_Francisco	BA	Reservoir	S0946250 	W04124515 	27.93	1	0.28	8.07	7.88	0	0.00	16.90	37.38	342.31	0.00	16.90	48.69	0.45	Mesotrophic	5036000.00	3058000.00	1556000.00	61	31
713	Sao_Francisco	MG	Reservoir	S1837814 	W04531797 	27.14	269	0.13	5.5	8.25	9.4	0.00	3.88	0.00	0.198	0.00	3.88	46.63	NA	Mesotrophic	9236421.73	4403322.68	4542811.50	48	49
787	Sao_Francisco	MG	Reservoir	S2012264 	W04416703 	25.06	249	0.12	5.69	8.7	4.8	0.00	77.71	1.35	0.235	0.00	77.71	28.26	57.41	Mesotrophic	3935587.39	1893409.74	1793667.62	48	46
848	Sao_Francisco	MG	Reservoir	S1954756 	W04409601 	25.23	342	0.16	5.59	8.08	11.6	0.85	802.90	0.00	0.736	35.09	838.85	27.47	NA	Mesotrophic	5494587.33	3553589.25	1789251.44	65	33
458	Sao_Francisco	BA	River	S0858307 	W03954121 	25.87	1	0.26	8.37	8.13	0	0.00	175.11	12.46	466.44	0.00	175.11	41.67	14.05	Mesotrophic	353294.64	152174.54	149912.73	43	42
469	Sao_Francisco	PE	River	S0924388 	W04029772 	25.03	1	0.26	8.68	8.04	0	0.00	262.04	18.69	366.92	0.00	262.04	34.80	14.02	Mesotrophic	313349.69	137448.67	130885.89	44	42
474	Sao_Francisco	BA	River	S0927059 	W04052425 	27.87	1	0.28	8.01	8.13	0	0.00	152.51	6.23	405.20	0.00	152.51	38.64	24.48	Mesotrophic	493275.45	237792.99	189847.73	48	38
480	Sao_Francisco	PE	River	S0928317 	W04036395 	27.19	1	0.28	8.14	7.93	0	0.00	185.54	6.23	456.60	0.00	185.54	37.04	29.78	Mesotrophic	238762.12	80893.73	116969.32	34	49
495	Sao_Francisco	BA	River	S0946655 	W04204451 	27.52	1	0.28	7.58	7.39	0	0.00	173.37	31.15	341.22	0.00	173.37	32.41	5.57	Mesotrophic	390128.52	176264.08	161343.31	45	41
521	Sao_Francisco	AL	River	S1025323 	W03626496 	27.39	0	0.14	9.1	7.98	28.8	0.00	470.67	18.69	1055.37	0.00	470.67	40.55	25.18	Mesotrophic	304600.42	119994.11	128558.32	39	42
532	Sao_Francisco	BA	River	S1046336 	W04244133 	27.92	1	0.29	7.96	7.68	0	0.00	290.73	12.46	502.53	0.00	290.73	30.01	23.33	Mesotrophic	301756.72	146614.21	118761.14	49	39
574	Sao_Francisco	BA	River	S1209841 	W04314787 	27.69	1	0.29	7.9	7.97	0	0.00	285.51	12.46	508.00	0.00	285.51	32.57	22.91	Mesotrophic	331312.30	160052.46	124948.36	48	38
585	Sao_Francisco	BA	River	S1233270 	W04312379 	27.46	1	0.3	7.9	8.03	0	0.00	285.51	31.15	510.19	0.00	285.51	36.24	9.17	Mesotrophic	343748.71	160777.87	139069.47	47	40
602	Sao_Francisco	BA	River	S1308795 	W04327111 	28.41	1	0.3	7.83	7.79	0	0.00	267.26	6.23	502.53	0.00	267.26	34.96	42.90	Mesotrophic	321097.46	127770.90	149587.99	40	47
611	Sao_Francisco	BA	River	S1328452 	W04326396 	28.59	1	0.3	7.77	7.95	0	0.00	289.86	12.46	561.59	0.53	290.39	30.97	23.30	Mesotrophic	318635.37	134974.85	140658.01	42	44
648	Sao_Francisco	MG	River	S1536445 	W04425243 	27.12	1	0.3	7.81	7.86	0	0.00	393.30	31.15	676.42	0.00	393.30	39.43	12.63	Mesotrophic	306859.01	150206.19	119907.09	49	39
672	Sao_Francisco	MG	River	S1628906 	W04506893 	25.63	1	0.31	8.26	7.77	0	0.00	421.99	24.92	921.95	0.00	421.99	35.28	16.93	Mesotrophic	319048.84	180833.96	102048.08	57	32
682	Sao_Francisco	MG	River	S1711960 	W04450320 	26.2	1	0.29	7.93	7.69	0	0.00	237.09	6.85	923.42	0.00	237.09	46.46	34.61	Mesotrophic	231792.48	126126.50	76610.17	54	33
1022	Sao_Francisco	MG	River	S1609729 	W04509698 	25.33	1	0.29	7.93	7.62	0	0.32	137.76	3.29	0.157	0.00	138.09	28.58	42.01	Mesotrophic	1197726.35	691327.65	363150.63	58	30
2124	Sao_Francisco	MG	River	S1654593 	W04524261 	25.17	1	0.31	8.17	7.73	0	0.12	138.13	2.51	0.216	0.00	138.25	29.86	55.00	Mesotrophic	1210040.73	735997.96	341863.54	61	28
2127	Sao_Francisco	BA	River	S1121925 	W04350777 	27.35	1	0.27	7.51	6.99	0	0.00	36.66	5.41	0.137	0.95	37.60	26.66	6.95	Mesotrophic	2361889.51	1243298.64	846501.20	53	36
2137	Sao_Francisco	AL	River	S1020802 	W03633935 	27.39	0	0.14	8.82	7.93	11.1	0.00	362.88	18.69	846.48	0.00	362.88	52.37	19.41	Mesotrophic	257365.55	114166.87	103058.24	44	40
678	Sao_Francisco	MG	River	S1657876 	W04611984 	26.91	312	0.15	5.6	8.39	4.9	0.06	104.79	0.97	0.178	3.79	108.64	30.98	112.37	Mesotrophic	3872530.78	2046839.95	1680410.40	53	43
513	Sao_Francisco	AL	Lake	S1005956 	W03636888 	28.93	1845	0.93	8.42	7.79	16.3	0.00	18.13	0.00	2.000	0.00	18.13	22.51	NA	Oligotrophic	1212022.53	902672.81	270681.00	74	22
2129	Sao_Francisco	BA	Reservoir	S0953701 	W03905677 	27.14	1323	0.66	8.08	8.03	0	0.00	68.60	0.00	3.971	0.00	68.60	23.63	NA	Oligotrophic	2777777.78	1936666.67	682222.22	70	25
668	Sao_Francisco	MG	Reservoir	S1610330 	W04720168 	26.3	307	0.14	5.65	8.56	11.7	0.00	1.95	0.00	0.042	0.00	1.95	16.77	NA	Oligotrophic	3507791.56	1642630.27	1742183.62	47	50
716	Sao_Francisco	MG	Reservoir	S1822569 	W04517948 	26.12	260	0.12	5.7	8.99	7.6	0.00	16.07	0.97	218.34	0.00	16.07	11.81	16.57	Oligotrophic	340844.12	161010.69	132649.41	47	39
724	Sao_Francisco	MG	Reservoir	S1851081 	W04504524 	25.84	258	0.12	5.72	9.09	2.2	0.00	0.03	0.00	376.56	0.00	0.03	13.41	NA	Oligotrophic	594163.70	342803.96	188855.45	58	32
729	Sao_Francisco	MG	Reservoir	S1857265 	W04506780 	25.87	263	0.12	5.65	8.67	6.4	0.23	91.71	1.95	235.37	0.00	91.94	20.60	47.15	Oligotrophic	704373.95	455497.10	178206.32	65	25
775	Sao_Francisco	MG	Reservoir	S2015364 	W04445329 	25.01	270	0.13	5.45	8.35	6.8	0.00	3.26	3.67	0.113	0.00	3.26	16.93	0.89	Oligotrophic	3639252.34	1627423.23	1835380.51	45	50
543	Sao_Francisco	BA	River	S1106393 	W04310228 	27.55	1	0.27	7.62	7.05	0	0.44	21.07	2.32	0.109	0.00	21.51	20.44	9.27	Oligotrophic	452000.00	287335.47	120395.42	64	27
613	Sao_Francisco	BA	River	S1309315 	W04336610 	27.16	1	0.27	8.05	7.62	0	0.00	111.53	2.13	0.245	1.90	113.43	21.55	53.33	Oligotrophic	985962.57	590394.39	298549.47	60	30
642	Sao_Francisco	MG	River	S1525052 	W04415185 	27.19	1	0.3	7.93	7.85	0	0.00	336.80	24.92	608.62	0.00	336.80	26.02	13.51	Oligotrophic	344616.11	182910.88	121230.51	53	35
679	Sao_Francisco	MG	River	S1706006 	W04530997 	24.6	1	0.28	8.18	7.83	0	0.12	26.53	1.16	0.091	0.00	26.65	18.36	22.97	Oligotrophic	1655925.16	856174.64	557699.24	52	34
